B2,B3,B4,B8,rh98,region
0.0264,0.0482,0.0286,0.2621,13.520000457763672,WesternGhats
0.0279,0.0428,0.031,0.21105,7.710000038146973,WesternGhats
0.0317,0.0507,0.0417,0.2559,15.880000114440918,WesternGhats
0.0461,0.0789,0.0595,0.3352,17.190001,WesternGhats
0.03405,0.0544,0.03305,0.29015,9.850000381469727,WesternGhats
0.0447,0.07515,0.0622,0.27205,2.880000114440918,WesternGhats
0.0337,0.055,0.0384,0.2796,17.940001,WesternGhats
0.0297,0.0473,0.0294,0.2741,7.230000019073486,WesternGhats
0.0314,0.0508,0.0319,0.2758,6.78000020980835,WesternGhats
0.0297,0.04995,0.03215,0.3158,9.359999656677246,WesternGhats
0.0339,0.0539,0.0436,0.2708,11.210000038146973,WesternGhats
0.028,0.0498,0.0335,0.2843,21.540001,WesternGhats
0.0256,0.0425,0.0243,0.2546,27.559999,WesternGhats
0.03135,0.0509,0.03175,0.28375,20.860001,WesternGhats
0.03845,0.0595,0.048,0.25525,3.2899999618530273,WesternGhats
0.03375,0.0517,0.0419,0.20715,4.190000057220459,WesternGhats
0.0421,0.0595,0.0616,0.2232,7.489999771118164,WesternGhats
0.0296,0.0531,0.0296,0.3304,34.90999984741211,WesternGhats
0.0337,0.05535,0.03245,0.33325,15.470000267028809,WesternGhats
0.0285,0.05125,0.0314,0.30745,18.31999969482422,WesternGhats
0.032,0.0518,0.0305,0.2998,20.40999984741211,WesternGhats
0.0285,0.0488,0.0278,0.2768,11.050000190734863,WesternGhats
0.0284,0.0499,0.0285,0.2923,16.219999,WesternGhats
0.03265,0.051,0.0405,0.256,18.729999542236328,WesternGhats
0.0339,0.05025,0.0401,0.24655,15.729999542236328,WesternGhats
0.0315,0.0487,0.0353,0.2507,17.899999618530273,WesternGhats
0.0272,0.045,0.0279,0.24725,16.68000030517578,WesternGhats
0.026,0.0443,0.0269,0.2674,12.899999618530273,WesternGhats
0.03,0.04795,0.0335,0.255,22.479999542236328,WesternGhats
0.028,0.0463,0.0288,0.2796,21.459999,WesternGhats
0.02555,0.0473,0.02555,0.29835,14.380000114440918,WesternGhats
0.03135,0.05245,0.02925,0.33755,23.18000030517578,WesternGhats
0.0386,0.0548,0.0498,0.2152,14.15999984741211,WesternGhats
0.0291,0.0509,0.03135,0.28285,16.25,WesternGhats
0.03035,0.051775,0.03175,0.29918334,14.119999885559082,WesternGhats
0.056,0.07743333,0.08625,0.2765,3.0999999046325684,WesternGhats
